HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	DDP1	DDP2	DDP3	DDP4	DDN1	DDN2	DDN3	DDN4	DDM1	DDM2	DDM3	DDM4	age	gender	accuracy	country
2	4	3	3	3	4	4	3	4	1	2	2	3	4	4	4	1	3	2	3	3	1	30	2	80	AU
4	5	4	3	2	5	4	4	4	3	2	2	2	4	4	4	4	4	4	5	5	3	40	2	95	US
5	1	3	5	5	5	1	4	4	4	4	1	5	4	5	4	4	4	1	1	4	1	20	1	90	AR
4	1	2	4	3	5	4	3	3	3	2	4	3	2	3	3	5	3	4	4	5	4	17	1	90	US
5	5	5	5	5	5	5	5	5	2	5	1	1	5	1	1	1	1	2	5	1	5	14	2	100	US
4	3	2	1	4	3	3	4	3	2	2	1	2	3	4	2	2	2	1	2	3	3	56	1	90	US
4	2	4	2	4	4	3	4	4	4	2	4	4	3	4	2	2	2	1	2	4	1	54	1	90	US
5	4	5	4	4	5	4	2	5	2	2	2	3	3	5	5	5	5	4	4	4	2	17	1	85	US
3	4	4	1	2	2	4	4	4	1	1	1	1	4	4	3	2	2	4	4	2	1	25	2	70	US
4	5	5	2	4	5	5	4	4	3	4	4	4	5	5	5	3	4	5	5	5	5	16	2	93	US
4	5	4	1	4	5	5	4	4	3	4	4	4	5	5	5	2	2	5	5	5	2	16	2	91	US
5	4	4	2	4	4	3	2	3	3	3	2	2	4	3	2	2	3	4	4	4	1	22	1	70	BR
5	5	4	1	4	5	5	4	4	3	4	4	4	5	5	5	1	1	5	5	5	4	16	2	93	US
5	1	1	1	5	5	4	2	1	5	3	4	2	3	5	5	5	4	3	5	5	2	17	1	81	US
5	2	3	2	5	5	4	3	3	2	3	4	2	5	5	4	5	3	5	4	4	4	22	1	90	GR
2	4	2	2	3	4	4	2	4	2	2	1	2	4	4	2	2	1	2	3	3	1	29	1	75	AU
3	2	1	4	5	1	4	1	5	1	4	4	4	4	2	1	4	1	1	1	3	1	33	1	90	CA
2	4	4	4	2	3	5	3	3	2	2	1	2	2	4	3	2	3	4	4	4	2	29	2	85	US
5	5	5	2	2	5	5	2	5	4	2	1	2	5	4	3	4	4	5	4	4	4	25	1	85	US
5	1	1	5	5	5	1	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	21	1	100	US
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	22	1	100	US
3	5	5	1	4	5	5	1	5	1	1	3	1	1	5	5	1	2	5	5	5	5	29	2	100	US
3	3	1	2	2	2	4	1	2	2	2	2	1	4	4	4	3	2	2	4	2	2	50	1	100	GB
4	4	2	2	2	4	4	2	4	2	2	4	2	4	4	4	4	2	2	2	4	2	25	1	100	US
3	3	4	2	3	4	4	2	4	4	1	1	1	3	4	4	2	3	2	4	4	4	26	2	75	US
1	3	4	2	5	2	1	2	3	5	3	5	4	3	4	3	4	5	4	4	3	4	21	1	90	US
4	1	4	5	1	4	4	4	4	1	1	1	2	2	4	1	1	1	1	4	1	1	21	2	95	PH
4	4	5	3	3	3	3	2	4	4	3	2	4	3	4	3	4	3	3	4	4	3	23	1	50	US
5	4	4	1	5	4	4	4	4	3	2	1	3	2	4	2	3	1	3	4	3	1	21	1	70	CA
3	3	2	5	3	4	3	2	5	4	5	2	4	5	5	5	5	1	3	4	1	2	19	1	80	US
5	5	5	5	1	3	5	3	5	5	1	1	2	3	5	3	3	1	5	2	1	4	17	1	82	NL
4	5	5	2	3	4	4	4	5	3	1	1	3	5	4	3	1	2	2	3	2	1	30	2	70	AU
4	3	3	3	4	5	4	4	5	4	3	4	4	4	4	4	4	3	5	4	3	4	20	1	70	BE
4	2	3	5	4	4	4	4	3	5	5	5	5	3	3	3	4	4	5	5	5	5	16	1	90	AU
4	4	3	4	4	3	4	3	4	3	2	2	4	4	5	4	4	4	4	4	4	3	21	2	65	AU
4	4	4	2	2	2	4	3	3	2	2	2	1	4	4	4	2	2	4	4	2	3	24	2	70	CA
4	1	4	2	3	5	1	4	2	3	4	1	3	4	4	1	2	1	3	5	4	3	25	1	95	DE
5	2	4	4	4	5	4	5	4	5	4	2	4	4	5	4	3	3	5	4	4	3	37	1	90	US
4	1	4	4	4	4	4	4	5	5	4	4	4	4	4	2	2	4	4	4	4	3	20	3	95	NO
4	2	4	2	2	3	3	2	3	2	1	1	2	4	3	3	2	3	2	4	3	2	41	2	80	GB
3	2	1	3	4	3	5	4	5	1	2	2	4	4	5	5	2	3	3	3	2	1	24	1	85	DE
4	5	4	5	4	5	4	3	5	2	4	1	3	3	5	5	4	1	4	2	4	3	14	2	70	PH
4	4	4	1	3	4	5	3	1	2	3	1	3	1	3	3	3	1	1	3	1	1	24	1	90	TR
4	4	5	2	3	4	4	1	5	2	1	1	1	3	4	3	2	2	1	2	1	1	24	2	90	GB
3	5	5	1	1	5	5	1	1	1	5	1	1	3	1	3	1	1	1	3	3	1	30	2	90	PH
3	2	2	5	3	3	4	2	5	2	1	1	2	4	4	5	4	3	3	2	4	2	24	2	70	CZ
2	1	3	1	2	5	1	1	2	1	5	1	3	2	1	1	1	2	4	5	4	3	25	1	100	US
4	3	4	4	5	4	5	3	4	4	4	5	4	5	2	1	2	3	5	5	3	5	20	1	80	GB
4	2	4	2	4	4	2	3	4	2	4	4	2	5	4	3	4	2	4	4	2	4	20	1	90	GB
4	1	1	4	5	5	1	4	2	5	5	5	5	4	1	1	1	1	3	5	3	3	23	1	80	GB
3	2	1	2	2	2	2	2	1	2	2	2	1	1	4	3	3	1	3	4	4	2	23	2	100	US
3	4	1	3	1	3	3	2	3	1	1	1	1	1	5	5	3	3	1	4	5	1	20	1	100	GB
4	2	4	3	3	4	4	4	4	2	3	2	2	4	4	4	3	3	4	4	4	3	15	2	80	HK
3	2	2	2	4	3	2	2	4	2	2	2	4	4	4	4	4	2	2	4	2	2	20	2	90	AU
1	4	3	3	5	3	4	2	2	5	4	5	3	4	2	2	3	1	4	5	3	3	25	1	96	NO
5	1	4	4	4	5	4	5	5	1	1	2	1	2	4	4	4	2	4	4	5	3	25	1	77	US
5	4	4	1	1	5	5	2	4	5	0	1	1	4	4	3	3	4	3	3	4	1	70	2	95	US
5	2	3	4	5	5	3	5	5	4	5	5	5	5	2	4	5	5	5	5	5	5	21	1	95	JP
5	1	2	2	2	4	4	4	4	1	1	4	2	3	5	4	4	3	3	4	5	2	18	1	75	CA
4	2	5	2	2	4	3	2	4	1	1	2	3	5	4	2	1	4	5	5	4	2	32	1	90	CA
5	3	2	3	1	3	2	3	3	1	1	2	2	2	3	4	1	2	1	2	3	1	21	2	90	NO
5	3	1	4	3	5	5	3	3	3	3	3	3	4	2	3	4	3	4	4	3	3	22	2	65	DE
5	5	1	1	2	5	4	5	5	1	5	5	5	5	1	5	5	5	5	5	5	5	19	1	90	ID
4	4	4	2	2	4	4	2	4	2	2	2	3	4	4	2	2	2	3	3	4	2	37	1	90	US
2	4	5	2	1	5	5	2	2	2	1	2	1	2	4	4	4	4	2	4	4	1	33	2	95	ME
4	4	5	2	3	4	3	3	2	2	1	1	3	4	4	1	2	1	2	5	5	3	18	1	80	US
3	2	4	2	5	4	2	2	2	5	3	2	5	5	4	2	5	1	2	4	2	2	35	1	95	US
5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	18	1	99	GB
2	1	2	4	4	5	5	4	4	5	5	5	5	4	4	4	5	4	5	5	5	5	18	1	80	FI
4	4	4	3	3	4	3	3	4	3	1	1	1	3	4	3	2	2	1	3	2	2	21	2	90	US
4	4	4	2	1	4	4	3	3	1	4	1	3	4	4	4	2	2	0	4	2	2	24	2	90	RS
3	3	3	1	1	3	3	2	4	1	1	1	1	5	4	2	1	1	2	4	5	1	49	2	100	GB
3	1	2	5	5	4	1	2	4	5	2	4	3	4	2	1	2	2	1	3	3	2	22	2	95	IN
4	5	5	2	2	4	5	5	5	1	1	1	1	4	5	4	3	5	4	5	4	1	21	2	70	US
5	4	4	4	5	4	4	5	5	4	3	0	2	0	5	5	4	4	4	3	4	3	40	2	100	GB
1	4	3	2	2	3	3	3	4	3	1	1	4	1	4	3	3	3	3	4	2	1	22	2	50	CA
5	1	1	3	4	5	3	2	5	2	2	2	2	2	2	2	4	1	2	2	2	1	20	1	90	HR
5	1	1	5	5	5	1	5	5	1	1	1	1	5	5	5	5	5	5	5	5	5	41	1	100	GB
3	5	4	4	2	3	4	1	5	1	1	1	1	1	4	4	1	2	2	3	1	2	21	2	90	US
5	3	5	5	5	5	4	5	5	5	3	3	2	5	4	4	1	4	5	4	5	2	28	2	95	US
5	5	5	5	4	5	5	5	2	5	4	4	3	5	5	3	2	5	3	4	4	4	41	1	95	GB
1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	31	1	98	US
5	1	1	1	5	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	22	2	100	CA
4	4	2	4	5	5	4	4	4	4	4	4	3	5	3	3	4	5	4	4	4	4	17	2	62	RO
5	4	2	4	2	4	4	5	4	1	1	1	3	5	5	2	5	4	3	4	3	2	26	1	90	KE
4	3	2	3	1	3	4	3	4	1	1	1	4	3	3	0	0	3	2	3	4	1	48	2	90	US
4	4	5	2	2	3	4	3	3	2	1	2	2	5	4	4	4	2	2	3	2	1	26	1	90	US
4	4	3	3	3	4	4	2	4	3	2	2	2	2	4	3	3	3	3	4	3	2	29	1	90	CZ
1	1	5	1	5	5	1	5	5	3	5	5	5	1	5	5	5	5	5	5	5	5	24	2	100	DE
5	5	5	5	4	5	5	5	5	4	5	5	5	4	5	5	5	5	5	5	5	5	24	1	100	RO
4	4	4	1	3	5	4	3	2	4	2	1	4	5	5	5	5	4	4	1	5	4	32	1	88	BE
4	3	4	2	2	2	3	4	4	2	1	2	3	4	3	4	2	3	3	4	4	2	19	1	70	CZ
2	3	4	1	2	4	4	2	4	1	1	1	2	4	4	4	3	2	2	4	2	2	21	2	68	US
2	2	1	5	4	4	1	2	4	5	5	1	2	3	2	2	4	2	4	3	4	2	24	1	80	CA
4	1	1	4	4	4	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	0	0	100	US
4	3	2	3	4	4	2	4	4	4	4	4	3	4	4	4	3	3	4	4	4	4	55	1	90	GB
3	3	3	2	4	4	4	3	2	4	2	2	2	4	3	3	3	3	4	4	4	3	36	2	50	US
5	5	5	4	4	3	4	5	4	4	3	4	3	4	4	4	4	3	4	3	3	3	25	2	85	A1
4	1	2	3	4	5	3	4	3	5	4	2	5	5	2	2	2	2	4	4	4	4	17	2	94	US
4	4	4	3	2	3	3	3	3	2	1	1	2	2	3	2	3	2	1	2	4	2	37	1	95	EE
1	2	5	1	4	5	4	1	5	1	1	1	1	5	4	4	4	1	1	2	1	1	25	1	80	PH
4	2	5	2	4	5	3	2	4	4	3	5	5	5	5	4	5	3	4	5	5	4	19	1	95	US
5	3	4	5	3	5	5	5	5	4	4	5	4	4	5	4	4	4	5	5	5	4	16	2	100	CA
4	1	3	2	4	3	3	3	2	2	1	2	2	4	4	3	2	2	2	4	4	2	39	1	98	US
5	5	5	2	3	5	5	5	5	2	1	1	1	5	5	3	1	1	1	1	1	1	36	2	80	GR
2	1	4	2	2	4	2	2	3	2	2	4	4	2	3	2	3	1	5	4	4	4	19	2	95	US
4	4	4	4	4	5	5	4	4	3	2	2	4	5	4	4	3	2	3	4	4	2	19	2	75	US
4	4	5	3	3	4	5	4	2	1	1	1	4	5	4	4	4	3	2	4	2	3	19	2	70	US
3	2	5	1	1	4	2	2	4	1	1	1	2	2	5	4	4	3	4	4	4	2	19	1	90	US
5	5	5	2	4	4	4	2	2	1	5	5	2	4	5	5	4	2	5	5	5	4	15	1	100	US
4	4	4	2	4	4	4	4	4	2	2	3	4	4	4	4	3	4	4	4	2	4	21	1	80	US
5	4	4	2	2	4	4	4	3	2	4	1	4	2	4	4	5	2	4	2	2	1	18	1	65	US
4	3	3	3	3	4	4	4	4	4	3	4	3	5	5	5	2	4	4	5	4	4	0	0	60	GB
4	4	2	1	2	4	5	5	4	1	1	1	4	3	4	5	4	4	1	4	5	1	24	1	80	US
2	1	2	1	1	5	4	2	4	4	5	1	4	5	5	5	4	4	5	5	5	4	33	1	98	CA
4	2	4	3	4	3	4	4	4	3	1	1	2	2	4	2	2	2	4	4	3	3	19	2	85	US
2	3	4	3	2	4	4	2	3	1	2	2	2	3	4	3	2	2	4	4	4	3	19	2	88	US
4	1	4	2	5	4	2	2	4	2	4	2	4	5	4	2	4	4	1	5	4	3	19	1	90	US
5	1	4	1	3	3	2	2	5	3	4	5	1	5	4	3	4	2	1	5	3	1	18	1	90	US
2	2	5	5	4	5	3	4	5	5	4	3	1	5	4	4	4	3	5	5	1	4	17	2	70	PH
4	4	4	3	4	4	4	5	3	4	1	1	2	5	4	3	2	2	1	4	5	1	32	2	85	US
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	18	1	100	US
5	5	5	4	4	5	5	5	5	4	1	2	2	5	5	3	2	3	3	4	3	2	24	1	80	US
2	1	2	1	3	3	1	2	2	2	1	1	2	2	1	2	2	2	1	1	2	2	17	1	60	CA
4	2	2	3	3	4	1	4	4	1	2	2	2	5	4	3	3	3	3	4	3	3	19	1	98	US
5	1	3	5	5	5	5	5	5	5	4	3	4	5	5	3	5	4	4	1	3	3	28	1	89	US
2	2	4	4	3	4	2	2	3	2	4	4	3	4	2	1	4	2	4	4	4	4	16	1	90	US
5	1	1	4	5	5	3	5	5	5	5	5	5	5	4	3	5	5	4	5	4	4	37	2	100	US
4	4	4	2	3	4	4	4	3	2	2	2	3	4	4	4	3	3	3	4	3	2	49	2	80	US
2	3	3	2	1	0	4	1	4	1	1	1	1	4	3	2	1	1	2	4	2	1	19	2	85	US
4	4	4	2	2	4	5	4	3	2	4	2	4	4	4	4	2	2	2	4	2	2	28	2	100	US
3	4	4	5	5	3	4	3	5	4	4	4	4	5	5	5	5	2	4	4	5	3	18	2	90	CA
5	1	1	5	4	4	1	5	4	5	4	4	4	4	4	4	4	4	5	4	0	4	21	2	99	NZ
2	5	4	5	5	5	4	4	3	5	3	5	2	5	5	3	4	5	4	5	3	4	19	1	90	FI
5	2	1	5	5	5	4	5	5	2	5	5	5	1	5	5	5	5	5	5	5	5	14	1	100	US
2	2	4	2	2	4	2	2	2	2	2	2	2	3	0	2	2	2	1	2	1	2	24	2	90	AU
5	4	5	5	3	5	5	4	5	4	2	4	4	5	5	0	4	4	5	4	5	5	14	1	92	US
2	5	4	3	2	1	4	3	4	2	1	2	4	4	5	4	4	5	4	3	2	2	19	2	85	MY
5	5	4	3	4	5	4	4	3	4	3	3	3	5	5	4	5	3	4	4	3	3	30	2	100	AR
4	2	4	4	4	2	3	3	4	2	2	3	2	3	4	4	4	4	2	4	4	3	39	1	75	AR
4	1	2	3	4	5	2	4	5	3	5	4	4	5	4	2	3	2	5	4	5	4	16	1	95	US
4	5	4	4	3	4	5	4	4	2	1	1	4	4	5	5	5	4	4	5	4	3	20	1	85	US
4	2	5	2	5	5	3	4	5	5	4	4	5	5	5	2	4	3	2	4	2	2	28	1	80	US
3	1	3	3	1	5	1	1	3	5	4	1	4	3	4	1	4	1	5	4	5	3	20	1	100	US
4	4	4	4	4	4	4	4	4	4	2	4	2	5	5	5	5	4	4	5	4	2	22	1	95	US
4	4	4	3	4	4	4	4	4	3	4	4	3	4	4	4	3	3	4	5	4	3	24	2	80	US
5	5	4	5	4	5	5	4	5	5	5	3	5	4	5	4	5	4	5	5	5	4	13	3	100	US
3	1	1	3	2	5	1	3	1	1	4	1	4	4	3	2	2	1	2	4	1	1	23	2	45	US
4	4	2	1	4	4	3	4	4	1	2	3	1	4	3	4	2	2	4	3	4	3	30	2	99	FI
4	1	1	4	2	5	1	4	1	3	5	5	5	4	4	5	5	4	5	5	5	5	25	1	98	US
5	5	5	4	3	4	4	5	5	2	2	3	2	3	5	5	4	4	4	5	2	4	21	1	89	US
4	4	4	4	2	4	4	4	4	2	2	2	3	4	4	4	4	2	3	4	4	2	28	1	80	US
5	5	5	5	5	5	5	5	5	5	1	1	1	5	5	5	5	5	1	1	1	1	31	1	90	HR
4	3	5	2	4	5	4	3	2	2	2	2	5	5	3	1	3	2	4	4	1	1	21	1	75	US
4	1	1	5	4	5	1	5	4	2	3	4	4	5	2	2	4	5	4	4	5	4	22	1	90	IN
1	3	1	1	2	2	5	3	1	3	5	5	3	0	4	4	4	1	5	5	5	5	31	1	85	GB
2	2	2	2	2	3	3	2	2	2	4	4	2	2	4	4	4	2	2	2	2	2	27	2	60	IN
1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	2	2	5	1	16	1	100	NL
4	3	2	3	3	3	2	1	2	2	1	3	1	2	3	2	2	2	2	4	3	2	22	1	80	NZ
4	2	2	4	4	5	4	3	4	2	4	3	4	4	4	2	2	3	4	4	4	3	25	1	90	DE
4	3	4	3	3	4	3	3	2	2	2	2	3	3	3	3	3	2	3	4	3	2	30	2	90	IE
4	4	4	2	4	2	4	2	2	2	2	2	2	4	4	3	2	2	2	2	2	2	0	0	98	US
4	4	2	1	4	4	4	3	4	2	2	1	2	4	4	2	4	3	1	1	3	1	37	1	80	PH
5	5	5	5	5	5	5	5	5	2	3	2	4	4	5	4	4	4	5	5	4	4	18	2	90	GB
4	4	2	4	2	4	4	2	4	3	2	1	2	4	4	4	3	3	2	0	2	2	18	1	70	AU
2	5	4	2	2	4	5	1	3	1	1	1	1	2	4	3	1	1	1	4	3	1	55	1	90	CA
4	5	4	2	1	4	4	1	3	1	1	1	1	4	4	4	1	1	1	2	1	1	25	2	50	AU
1	1	4	1	1	3	5	1	5	1	1	1	1	1	5	1	4	1	1	3	4	1	17	1	75	BE
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	1	50	AU
3	3	4	3	3	4	4	3	4	3	4	2	4	3	5	4	5	2	3	4	4	3	24	1	80	ZA
2	1	4	4	2	5	2	1	5	4	3	2	3	5	5	1	4	2	5	5	1	2	16	2	95	AU
3	3	4	2	3	2	3	1	4	2	1	2	1	1	2	2	1	1	2	2	2	1	24	1	100	US
5	5	5	4	4	4	5	3	5	2	1	1	1	4	5	5	1	2	1	1	1	1	38	2	45	US
2	4	2	3	2	4	5	2	4	4	1	2	2	5	4	4	4	4	4	4	4	2	28	1	90	IE
5	5	4	4	2	5	5	5	5	2	4	5	3	5	5	5	4	2	4	5	4	4	25	1	80	US
3	1	1	2	4	3	1	4	4	5	3	3	4	5	3	2	4	3	4	4	4	5	23	1	90	RO
5	2	4	4	2	5	4	4	4	2	3	3	4	4	4	4	3	3	4	4	5	4	19	1	65	US
4	2	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	3	17	1	60	GB
5	4	5	4	5	5	5	5	4	4	5	5	2	5	5	2	4	5	5	5	5	5	20	1	100	JP
4	2	3	2	2	3	4	1	4	1	1	1	1	4	3	4	1	1	1	4	4	1	30	2	90	FI
2	4	3	2	2	2	2	3	3	1	2	2	2	3	4	3	2	3	3	4	4	2	45	1	95	US
4	4	4	4	4	2	5	4	4	3	3	4	4	4	4	4	4	3	4	1	4	4	28	1	80	US
4	4	4	4	4	3	4	2	4	1	2	2	2	4	5	4	4	3	1	2	3	1	19	1	80	CA
4	2	2	2	3	4	3	4	4	3	3	1	2	3	4	3	4	2	1	2	2	1	17	1	50	US
2	5	3	5	3	3	3	5	2	5	3	4	3	5	3	4	3	5	3	3	3	0	25	1	85	PL
3	2	4	1	1	4	4	2	2	3	2	1	2	3	2	2	2	1	2	2	2	2	17	1	93	US
4	3	5	1	4	5	4	5	5	4	4	4	5	5	3	1	1	1	3	2	4	1	19	1	100	US
4	1	1	3	5	1	2	4	1	5	3	5	5	4	4	4	5	2	4	5	3	4	24	1	85	PL
3	1	2	5	5	5	1	5	4	5	5	5	4	5	4	2	5	4	4	4	1	5	22	2	90	US
2	1	1	1	3	4	4	3	1	4	3	3	3	4	3	1	3	3	3	2	3	3	62	1	99	US
5	5	5	4	4	5	5	2	5	2	3	4	2	4	5	4	4	2	5	5	2	3	18	2	100	GB
4	2	2	2	4	4	2	2	2	1	1	1	4	2	4	4	4	2	1	3	2	2	49	1	90	US
5	4	4	5	3	4	4	3	4	2	2	1	4	4	3	1	4	4	4	4	4	2	16	1	97	CA
4	3	4	2	2	3	4	2	4	2	3	2	5	5	4	3	3	2	4	4	3	3	19	1	95	US
4	4	2	4	3	5	4	4	2	1	2	2	2	3	4	4	4	1	4	4	4	2	19	1	90	GB
3	5	5	3	3	4	4	2	2	3	2	3	3	4	4	3	4	3	2	4	4	2	29	2	95	US
2	4	4	2	2	4	3	2	4	2	2	2	2	3	3	2	3	2	2	3	3	2	22	2	95	DE
4	4	4	3	4	5	4	4	5	2	3	2	4	5	4	4	2	2	4	5	3	2	18	1	50	US
3	1	1	3	4	4	3	4	4	3	3	2	3	2	4	4	5	2	2	4	2	4	19	1	95	US
5	4	3	5	5	5	4	5	5	5	3	5	3	5	5	3	2	2	2	5	3	2	15	2	92	US
5	5	5	1	2	1	4	5	4	1	5	1	3	5	4	1	1	1	1	5	1	1	22	2	100	US
2	1	1	5	2	5	4	5	2	5	5	5	5	5	5	4	4	4	5	5	5	5	14	1	1000	GB
4	5	5	4	4	4	4	4	5	4	2	2	4	5	2	2	4	4	4	4	2	4	25	2	90	CA
4	4	5	2	4	4	4	4	5	4	4	3	5	5	4	4	4	3	4	4	4	3	16	2	95	GB
5	1	4	5	5	5	2	4	4	5	4	2	4	4	4	3	3	4	3	4	2	3	19	2	99	IT
3	2	2	2	4	5	4	4	2	2	4	3	5	3	3	3	4	4	4	5	5	4	41	1	100	US
4	3	5	3	4	5	4	5	4	3	4	4	4	2	4	3	5	3	4	4	4	4	29	1	80	GB
4	4	5	5	4	4	4	4	5	5	4	3	4	3	5	4	4	4	4	4	4	4	17	2	90	US
3	3	5	4	5	5	5	3	5	4	3	4	5	5	2	2	3	3	4	5	5	3	16	2	90	GB
5	1	2	1	3	4	2	2	4	1	4	2	4	5	2	2	1	1	2	2	1	1	52	2	9	US
4	3	4	4	4	4	4	4	3	4	4	2	2	5	4	2	3	2	2	4	2	2	22	1	70	US
4	5	5	1	0	0	2	4	4	1	1	1	3	5	5	5	2	1	1	4	2	1	15	2	75	AR
5	4	4	4	2	5	4	4	5	1	1	2	1	1	4	2	2	2	1	5	1	1	19	1	100	GB
3	1	4	4	3	4	2	3	4	1	2	1	4	5	4	4	2	1	3	5	4	1	18	1	95	US
5	1	3	5	4	4	2	4	5	4	4	4	4	4	5	5	5	4	4	4	1	2	20	1	100	US
4	1	4	2	5	5	4	4	5	2	4	5	5	3	4	4	5	1	2	2	4	3	31	1	25	US
5	5	5	2	2	5	5	2	5	1	2	2	1	4	5	4	3	4	2	2	3	1	20	2	75	FR
1	5	5	4	4	3	4	2	3	2	4	4	3	4	4	4	4	2	2	4	1	2	21	2	80	GR
5	5	5	4	4	5	5	2	5	2	2	1	1	4	5	5	4	4	5	4	5	4	47	2	85	US
2	2	2	2	3	4	3	2	2	2	2	2	4	4	5	4	3	2	2	4	4	2	50	1	100	US
0	1	5	5	5	0	5	5	5	4	1	2	1	1	5	0	5	1	1	2	1	1	33	1	100	US
3	4	5	2	4	4	4	4	4	2	2	4	3	5	3	1	1	1	4	4	2	2	18	1	50	GB
5	5	2	5	5	5	4	5	5	2	3	3	1	4	5	1	3	4	5	5	4	4	26	1	90	NL
3	3	3	5	5	4	4	5	4	3	4	4	4	5	5	3	4	2	4	4	3	4	19	1	75	US
4	2	4	2	2	4	4	5	4	3	2	2	4	4	4	4	4	2	3	4	4	3	24	1	100	GB
4	2	2	3	3	4	2	4	4	2	4	5	4	5	5	4	3	3	4	4	2	3	18	2	90	US
4	1	3	4	2	4	2	4	2	4	4	3	4	4	4	2	4	2	2	2	2	2	17	2	80	US
3	3	5	1	3	4	4	1	2	1	1	5	4	5	1	3	1	1	4	2	3	1	23	2	88	US
3	4	5	4	4	5	5	2	2	2	3	4	3	5	5	4	3	2	3	3	4	2	24	1	75	GB
4	5	4	4	5	4	4	3	4	5	1	3	4	4	3	2	4	3	2	4	3	3	28	1	85	US
5	3	3	3	4	4	4	4	3	2	4	2	4	3	4	2	4	4	4	4	4	2	27	1	97	GB
3	4	5	2	3	3	2	2	5	1	1	1	2	4	4	3	4	2	4	3	4	2	17	2	75	US
5	0	1	2	3	3	5	4	4	2	1	3	5	3	5	5	5	3	5	5	5	1	25	1	85	IN
2	4	3	5	2	2	4	3	4	1	1	2	3	5	5	5	4	2	5	4	4	2	27	2	90	US
4	1	4	3	4	4	0	3	4	4	3	2	3	4	5	5	5	3	4	4	4	3	14	1	100	US
3	2	4	2	2	3	4	3	2	2	4	2	2	3	4	2	2	2	3	4	2	2	18	2	90	US
5	4	5	3	2	5	4	4	4	2	2	1	3	1	4	4	5	1	5	4	5	1	16	1	100	NZ
1	1	3	3	5	5	3	4	3	3	5	1	5	5	3	3	5	5	5	5	5	5	41	1	100	US
3	2	4	2	3	4	2	2	4	4	3	3	3	4	4	3	2	3	2	3	4	2	54	1	95	AU
5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	69	2	99	AU
5	5	4	3	4	5	4	4	5	2	4	2	3	4	4	3	4	4	4	4	3	4	51	1	80	AU
5	1	1	5	5	4	1	5	1	2	5	2	5	5	3	1	2	3	4	5	4	2	29	1	95	CA
3	1	2	2	5	5	2	5	4	4	5	5	5	4	5	4	5	4	5	5	5	5	0	0	99	US
4	3	4	3	3	3	3	4	3	3	3	1	2	2	5	5	3	3	2	4	2	2	20	2	50	CA
4	3	3	3	4	5	4	2	4	2	2	4	4	4	4	4	5	2	3	4	3	2	27	1	90	US
4	4	4	2	1	3	4	4	2	2	1	3	4	4	4	5	4	2	3	4	4	3	18	1	88	US
2	2	4	4	4	4	4	2	4	4	5	4	4	4	5	4	5	4	4	4	4	4	17	1	88	IN
5	4	4	4	4	4	5	2	4	2	2	2	2	3	4	2	4	4	2	4	4	2	15	2	90	PH
3	4	4	1	1	2	2	2	2	1	1	2	2	2	3	1	2	1	1	4	2	1	30	2	75	US
4	3	2	2	2	5	5	2	4	2	5	4	2	4	4	4	4	4	4	4	2	2	25	2	65	AU
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	27	2	100	US
5	1	4	4	4	4	2	4	4	2	5	5	4	5	4	5	5	4	4	5	4	4	23	1	90	DE
2	3	4	3	4	4	2	3	3	2	4	2	3	5	4	2	2	3	2	4	3	3	20	1	80	CA
4	1	5	4	4	4	4	3	5	2	1	2	3	4	4	4	4	2	1	4	2	1	26	1	90	IN
5	3	5	5	5	5	4	5	4	4	5	5	5	4	5	5	5	5	5	5	5	5	55	2	80	CA
0	2	2	3	3	4	2	3	4	2	2	2	2	4	4	4	4	2	4	4	4	2	78	1	80	GB
2	4	5	3	3	4	5	5	5	2	3	4	4	5	3	0	4	3	4	4	4	3	19	1	85	NL
4	2	4	2	2	4	4	2	4	2	1	1	2	3	5	4	4	4	4	3	4	4	17	1	80	AU
5	4	5	5	5	5	5	5	4	4	1	1	5	0	5	5	5	3	5	3	4	4	23	1	95	IT
4	1	5	5	5	5	4	5	5	5	1	4	1	5	2	5	5	5	3	2	5	5	63	1	100	GB
5	4	2	4	4	5	4	5	4	4	4	2	5	5	4	4	4	4	4	4	5	2	33	2	50	FI
5	4	4	1	1	4	4	4	2	1	1	1	2	3	4	4	2	2	4	1	3	2	22	2	70	PH
4	4	2	1	1	3	4	4	4	1	1	2	1	2	4	3	2	1	2	5	3	3	17	1	95	US
